pracownik_w_projekcie_id|pracownik_id|projekt_id
1893|8953|334
1894|3528|334
1895|1282|334
1896|6763|334
1897|2958|334
1898|7610|334
1899|5030|334
1900|5561|335
1901|6815|335
1902|807|335
1903|1295|335
1904|7817|335
1905|200|335
1906|3783|335
1907|8642|335
1908|2148|336
1909|850|337
1910|8179|337
1911|2585|337
1912|671|337
1913|4374|337
1914|4245|338
1915|7856|338
1916|6852|339
1917|2616|339
1918|8535|340
1919|5559|340
1920|6712|340
1921|2070|340
1922|2680|340
1923|7457|340
1924|5150|340
1925|5044|341
1926|8934|341
1927|1188|341
1928|6668|341
1929|2836|341
1930|5265|341
1931|2633|342
1932|2205|342
1933|4634|342
1934|5536|342
1935|2868|342
1936|5742|342
1937|725|342
1938|4084|342
1939|2441|342
1940|3244|342
1941|1733|343
1942|1570|344
1943|8824|344
1944|4325|345
1945|9616|345
1946|7114|345
1947|5655|345
1948|9336|345
1949|323|345
1950|4875|345
1951|6941|345
1952|5298|345
1953|6971|346
1954|9666|346
1955|494|347
1956|5531|347
1957|6413|347
1958|7138|347
1959|2229|347
1960|6435|348
1961|1765|348
1962|1251|348
1963|5790|349
1964|6919|350
1965|8471|350
1966|676|350
1967|7029|350
1968|9133|350
1969|6563|350
1970|7290|350
1971|8013|350
1972|3095|351
1973|1396|351
1974|2823|351
1975|7060|351
1976|7088|351
1977|2458|352
1978|955|352
1979|9429|352
1980|6518|352
1981|2889|352
1982|1382|352
1983|1338|353
1984|8848|353
1985|5893|353
1986|2932|353
1987|9707|353
1988|7063|353
1989|6701|353
1990|4990|354
1991|5070|354
1992|8272|354
1993|3207|354
1994|7265|354
1995|4280|354
1996|1091|354
1997|3114|355
1998|979|356
1999|3703|356
2000|9747|356
2001|8004|356
2002|4611|357
2003|1495|357
2004|8333|357
2005|5810|357
2006|4304|358
2007|7655|358
2008|1734|359
2009|3741|359
2010|3356|359
2011|1854|359
2012|811|359
2013|18|359
2014|4629|359
2015|1362|360
2016|1824|360
2017|8499|360
2018|1842|360
2019|9698|361
2020|9689|361
2021|6925|361
2022|5225|361
2023|339|361
2024|7128|361
2025|3431|361
2026|1802|361
2027|2962|362
2028|6883|362
2029|8703|362
2030|713|362
2031|7386|362
2032|4970|363
2033|7139|364
2034|9492|364
2035|9278|364
2036|4270|364
2037|7206|364
2038|3461|365
2039|8693|365
2040|6057|365
2041|8892|365
2042|9931|365
2043|7234|365
2044|2259|365
2045|8036|365
2046|3630|365
2047|1942|366
2048|1477|366
2049|4228|366
2050|1724|366
2051|2589|366
2052|9804|366
2053|6985|366
2054|4075|366
2055|5297|366
2056|8561|366
2057|9591|367
2058|9902|367
2059|3151|367
2060|299|367
2061|2893|367
2062|1159|367
2063|5610|368
2064|9186|369
2065|1047|369
2066|9000|369
2067|7369|369
2068|4499|369
2069|8200|369
2070|2948|369
2071|6772|369
2072|4053|369
2073|4116|370
2074|1114|370
2075|3079|370
2076|9142|371
2077|7875|371
2078|3931|371
2079|8844|371
2080|2920|371
2081|4895|371
2082|1468|371
2083|8790|372
2084|6590|372
2085|4510|372
2086|5423|373
2087|3273|373
2088|596|373
2089|9136|373
2090|952|374
2091|7808|374
2092|181|374
2093|6808|374
2094|7667|375
2095|1190|375
2096|6571|375
2097|178|375
2098|4557|375
2099|1072|375
2100|8332|375
2101|7952|375
2102|3007|376
2103|7004|376
2104|1282|376
2105|1089|376
2106|4342|376
2107|3779|376
2108|8480|376
2109|2619|377
2110|2156|377
2111|3344|377
2112|9584|377
2113|9033|377
2114|7905|377
2115|2758|377
2116|5828|377
2117|6408|378
2118|4108|378
2119|7471|378
2120|6334|378
2121|3686|378
2122|1155|379
2123|5998|379
2124|4456|380
2125|3020|380
2126|6036|380
2127|9667|380
2128|6696|380
2129|5938|380
2130|1681|381
2131|8412|381
2132|1428|381
2133|1014|381
2134|6951|381
2135|1108|382
2136|2463|382
2137|917|382
2138|7239|382
2139|4098|382
2140|5328|382
2141|6851|383
2142|1647|383
2143|5927|383
2144|5364|383
2145|3788|383
2146|7575|383
2147|4439|384
2148|4379|384
2149|5563|384
2150|8865|384
2151|2228|384
2152|1383|384
2153|7407|385
2154|7519|385
2155|5683|385
2156|9971|386
2157|759|386
2158|1497|386
2159|3892|386
2160|7308|387
2161|9163|387
2162|5380|387
2163|7545|387
2164|7222|388
2165|819|388
2166|7646|388
2167|2461|388
2168|9763|388
2169|7832|388
2170|7625|388
2171|5031|389
2172|3206|389
2173|1331|389
2174|8039|389
2175|9213|389
2176|5040|389
2177|1567|389
2178|9603|389
2179|100|390
2180|2954|390
2181|9280|390
2182|140|390
2183|928|390
2184|8300|390
2185|4244|390
2186|8750|390
2187|5080|390
2188|7365|391
2189|6556|392
2190|6862|392
2191|909|392
2192|6086|392
2193|5641|392
2194|244|392
2195|847|393
2196|7887|393
2197|4263|393
2198|9754|393
2199|4694|393
2200|5730|393
2201|7706|393
2202|5920|394
2203|2390|394
2204|9960|394
2205|863|394
2206|493|394
2207|1940|394
2208|2101|394
2209|8560|394
2210|3211|394
2211|2455|395
2212|7458|395
2213|3652|395
2214|2635|395
2215|9127|395
2216|609|396
2217|3113|397
2218|9155|397
2219|607|397
2220|1094|397
2221|3493|398
2222|5437|398
2223|3475|398
2224|2108|398
2225|5941|398
2226|3301|398
2227|6803|399
2228|1434|399
2229|1320|399
2230|704|399
2231|8398|399
2232|7875|399
2233|950|399
2234|9784|399
2235|2983|400
2236|8060|400
2237|3135|400
2238|3713|400
2239|7416|401
2240|1068|401
2241|7846|402
2242|5646|402
2243|4677|402
2244|9071|403
2245|1891|403
2246|9321|403
2247|8080|403
2248|3996|403
2249|8712|403
2250|9492|403
2251|5439|404
2252|4762|405
2253|6206|405
2254|4393|405
2255|2608|405
2256|4090|406
2257|3347|406
2258|6127|406
2259|200|406
2260|6711|406
2261|8582|406
2262|7511|406
2263|323|406
2264|1794|406
2265|9643|406
2266|488|407
2267|1194|407
2268|9864|407
2269|5657|407
2270|6319|407
2271|4514|407
2272|8459|407
2273|7291|407
2274|6158|408
2275|1406|408
2276|2163|408
2277|2632|408
2278|7145|408
2279|6639|408
2280|6903|409
2281|517|409
2282|5063|409
2283|8163|409
2284|7353|409
2285|8218|409
2286|7259|410
2287|9533|410
2288|2892|410
2289|8313|410
2290|3676|411
2291|9526|411
2292|7172|411
2293|8291|411
2294|9479|411
2295|1016|411
2296|7918|411
2297|4552|411
2298|5407|412
2299|594|412
2300|6671|412
2301|6571|412
2302|240|412
2303|6476|413
2304|4402|413
2305|3560|413
2306|4207|413
2307|8969|413
2308|4162|413
2309|2629|413
2310|7677|414
2311|4675|414
2312|9371|414
2313|3814|414
2314|5460|414
2315|173|415
2316|4906|415
2317|8699|415
2318|1763|415
2319|7057|415
2320|3429|415
2321|6014|415
2322|5174|415
2323|1378|415
2324|7585|415
2325|8576|416
2326|7558|416
2327|6130|416
2328|295|416
2329|1030|416
2330|6588|417
2331|914|417
2332|1934|417
2333|6975|417
2334|720|417
2335|3668|417
2336|8420|417
2337|7414|417
2338|9557|417
2339|6596|417
2340|2275|418
2341|9577|419
2342|7398|419
2343|1747|419
2344|1016|419
2345|3968|419
2346|613|419
2347|4986|419
2348|3104|419
2349|9685|419
2350|9760|419
2351|994|420
2352|8806|420
2353|8527|420
2354|8617|421
2355|6058|421
2356|4554|421
2357|7401|421
2358|9502|421
2359|658|421
2360|8088|421
2361|1782|421
2362|1986|421
2363|5785|422
2364|6813|422
2365|1458|422
2366|1916|422
2367|5881|422
2368|7219|422
2369|795|423
2370|2794|423
2371|3307|423
2372|4453|424
2373|5737|424
2374|5114|424
2375|8178|424
2376|2405|424
2377|2499|424
2378|1988|425
2379|6772|425
2380|6662|425
2381|7238|425
2382|6180|425
2383|8798|425
2384|2983|425
2385|1916|425
2386|3808|425
2387|1212|425
2388|3611|426
2389|2749|426
2390|1991|426
2391|9627|426
2392|2389|426
2393|6356|426
2394|3227|426
2395|62|426
2396|9564|426
2397|5609|426
2398|8476|427
2399|3225|427
2400|7216|427
2401|2644|427
2402|8973|427
2403|8277|427
2404|1719|427
2405|2840|427
2406|3533|427
2407|5919|427
2408|4628|428
2409|98|428
2410|7265|428
2411|7749|428
2412|3907|429
2413|5537|429
2414|819|429
2415|4044|430
2416|5371|430
2417|3325|430
2418|841|430
2419|4992|430
2420|5074|430
2421|9976|430
2422|9520|430
2423|759|430
2424|5523|431
2425|4627|431
2426|3835|431
2427|545|431
2428|1630|431
2429|3591|431
2430|9406|431
2431|9413|432
2432|3033|432
2433|9470|432
2434|5649|432
2435|8932|432
2436|1814|432
2437|7588|432
2438|101|432
2439|8655|432
2440|5246|432
2441|9290|433
2442|8068|433
2443|4274|433
2444|1163|433
2445|941|433
2446|4568|434
2447|6305|434
2448|8238|434
2449|5453|434
2450|8318|434
2451|2106|434
2452|156|434
2453|9015|434
2454|6827|434
2455|5929|434
2456|5144|435
2457|4135|435
2458|3511|435
2459|648|435
2460|3556|435
2461|9822|435
2462|8321|435
2463|5839|435
2464|286|436
2465|1861|437
2466|5507|437
2467|4113|437
2468|8258|437
2469|481|437
2470|718|437
2471|3134|437
2472|2410|437
2473|4068|437
2474|9354|438
2475|5589|438
2476|9154|438
2477|8190|438
2478|1008|438
2479|3894|438
2480|5147|438
2481|6|438
2482|4719|438
2483|8602|438
2484|7616|439
2485|9359|439
2486|3631|439
2487|1490|439
2488|6562|439
2489|6451|439
2490|1033|439
2491|4937|439
2492|5908|439
2493|6847|439
2494|744|440
2495|29|440
2496|6327|440
2497|1121|440
2498|7672|440
2499|4412|440
2500|5810|440
2501|3588|441
2502|3876|441
2503|3670|442
2504|8351|442
2505|6029|442
2506|9891|442
2507|6840|442
2508|4529|442
2509|7483|442
2510|2065|442
2511|2060|442
2512|2528|443
2513|9544|443
2514|7460|443
2515|1999|443
2516|540|443
2517|8616|443
2518|9855|444
2519|5307|444
2520|8636|444
2521|9227|444
2522|922|445
2523|2953|445
2524|8186|445
2525|6297|445
2526|7230|445
2527|8301|445
2528|5135|446
2529|851|447
2530|9492|447
2531|1319|447
2532|9208|447
2533|4860|447
2534|5798|447
2535|734|447
2536|4934|447
2537|7673|447
2538|9685|448
2539|885|448
2540|5783|448
2541|6836|448
2542|5628|448
2543|3808|448
2544|3010|448
2545|7523|448
2546|9155|449
2547|8863|450
2548|7484|450
2549|721|450
2550|2709|450
2551|2975|450
2552|3795|451
2553|9568|451
2554|6670|452
2555|4261|452
2556|9441|452
2557|2135|452
2558|8283|453
2559|2992|453
2560|854|454
2561|4381|454
2562|5832|454
2563|2958|454
2564|229|454
2565|7140|454
2566|6448|454
2567|6646|454
2568|3962|455
2569|2168|455
2570|9901|455
2571|5194|455
2572|5325|455
2573|2309|455
2574|765|455
2575|5037|455
2576|688|455
2577|9749|455
2578|4695|456
2579|3162|456
2580|8526|456
2581|8267|456
2582|4574|456
2583|5243|457
2584|6746|457
2585|1232|457
2586|754|457
2587|6726|457
2588|1122|457
2589|8005|458
2590|6857|458
2591|9633|458
2592|4649|458
2593|1722|459
2594|2865|459
2595|6545|459
2596|3764|459
2597|7909|460
2598|4034|460
2599|6053|460
2600|795|460
2601|8980|460
2602|5952|461
2603|9902|461
2604|594|462
2605|5224|462
2606|5549|462
2607|8465|462
2608|9837|462
2609|3183|462
2610|9188|462
2611|374|462
2612|3683|462
2613|9871|463
2614|7072|463
2615|6399|463
2616|5266|463
2617|9260|463
2618|3080|463
2619|1920|463
2620|2174|463
2621|4023|463
2622|9140|463
2623|4482|464
2624|559|464
2625|251|464
2626|3561|464
2627|6309|464
2628|3196|464
2629|1226|464
2630|6816|464
2631|6445|465
2632|1475|465
2633|7008|465
2634|8639|465
2635|9287|466
2636|353|466
2637|8847|466
2638|3741|466
2639|4383|466
2640|2107|466
2641|5838|466
2642|2649|467
2643|3719|467
2644|8417|467
2645|5011|467
2646|6379|467
2647|2709|467
2648|8952|467
2649|5678|468
2650|2054|468
2651|2332|468
2652|8856|468
2653|4604|468
2654|8383|468
2655|6869|468
2656|8874|468
2657|5256|469
2658|7882|469
2659|6579|469
2660|8759|469
2661|1457|469
2662|8723|469
2663|5228|469
2664|6078|469
2665|2211|470
2666|8952|470
2667|761|470
2668|6118|470
2669|6915|470
2670|824|470
2671|150|470
2672|6742|470
2673|5925|470
2674|9921|470
2675|8311|471
2676|3704|471
2677|6924|471
2678|4363|471
2679|6122|471
2680|4379|471
2681|6610|471
2682|6847|471
2683|3412|471
2684|3851|472
2685|4778|472
2686|543|472
2687|1751|472
2688|5873|472
2689|5755|472
2690|9603|472
2691|5461|472
2692|5497|473
2693|7231|473
2694|8744|473
2695|9766|473
2696|5840|473
2697|949|474
2698|1386|474
2699|7587|474
2700|9635|474
2701|3160|475
2702|5538|476
2703|9909|476
2704|8533|476
2705|9658|476
2706|536|476
2707|5105|476
2708|8583|477
2709|3792|477
2710|2918|477
2711|6637|477
2712|1617|478
2713|3822|478
2714|6460|478
2715|7129|478
2716|3722|478
2717|7744|478
2718|1188|478
2719|7904|479
2720|1072|479
2721|1116|479
2722|8061|479
2723|1145|479
2724|3355|479
2725|1|480
2726|7150|480
2727|9993|480
2728|8724|480
2729|4598|480
2730|8358|480
2731|5695|480
2732|5882|480
2733|9171|480
2734|6273|481
2735|460|481
2736|7836|481
2737|6786|481
2738|7180|481
2739|9548|481
2740|1099|481
2741|7135|481
2742|7069|482
2743|4764|482
2744|9797|482
2745|8088|482
2746|7191|482
2747|4528|482
2748|9249|482
2749|6834|482
2750|6125|482
2751|339|483
2752|1698|484
2753|9731|484
2754|2385|484
2755|6387|485
2756|413|485
2757|460|485
2758|6321|485
2759|3336|485
2760|7406|485
2761|3488|485
2762|7126|485
2763|674|485
2764|1875|486
2765|879|486
2766|451|486
2767|2501|486
2768|4816|486
2769|149|486
2770|6096|486
2771|5391|486
2772|3631|486
2773|9321|487
2774|5021|487
2775|4803|487
2776|6099|488
2777|3046|488
2778|6391|488
2779|5752|488
2780|2354|488
2781|3991|489
2782|8048|489
2783|3433|489
2784|4684|489
2785|989|489
2786|1446|489
2787|1971|489
2788|8275|489
2789|4066|489
2790|772|489
2791|5774|490
2792|6821|490
2793|4983|491
2794|3275|491
2795|1906|491
2796|7252|491
2797|1944|491
2798|8924|491
2799|4214|491
2800|4289|492
2801|1730|492
2802|2808|492
2803|3684|492
2804|2630|492
2805|8168|492
2806|5658|492
2807|8197|492
2808|9438|492
2809|3418|493
2810|8370|493
2811|774|493
2812|1081|493
2813|1758|493
2814|2757|493
2815|1025|493
2816|3708|493
2817|2481|494
2818|6151|495
2819|9080|495
2820|9899|495
2821|452|495
2822|5908|495
2823|9713|495
2824|2511|495
2825|7026|495
2826|6750|495
2827|9270|496
2828|2592|496
2829|7770|496
2830|3268|496
2831|4533|496
2832|9620|497
2833|1541|497
2834|5455|497
2835|3679|497
2836|6228|497
2837|769|497
2838|7527|497
2839|372|497
2840|1956|497
2841|6966|498
2842|1978|499
2843|7970|499
2844|8770|500
2845|403|501
2846|561|501
2847|7593|501
2848|2028|501
2849|483|501
2850|9886|501
2851|1240|502
2852|4142|502
2853|7604|502
2854|7204|503
2855|103|503
2856|8426|503
2857|3300|503
2858|2873|503
2859|3382|503
2860|8224|504
2861|5641|504
2862|7545|504
2863|97|504
2864|3748|504
2865|8852|505
2866|3142|505
2867|6796|505
2868|8741|505
2869|8586|505
2870|223|505
2871|594|505
2872|6381|506
2873|5186|506
2874|8941|506
2875|1561|506
2876|3415|506
2877|6201|506
2878|1257|506
2879|2295|507
2880|759|507
2881|4439|507
2882|933|507
2883|119|507
2884|75|507
2885|4207|507
2886|6927|508
2887|7676|508
2888|189|508
2889|8611|509
2890|4136|509
2891|2210|509
2892|1805|509
2893|6820|510
2894|6537|510
2895|9826|510
2896|8568|511
2897|9872|511
2898|1138|511
2899|6567|511
2900|1644|511
2901|1117|511
2902|9859|511
2903|3885|511
2904|33|512
2905|3145|512
2906|2149|512
2907|486|512
2908|3615|512
2909|7577|512
2910|2280|512
2911|5934|512
2912|5926|512
2913|518|512
2914|7149|513
2915|8444|514
2916|7175|514
2917|5742|514
2918|9715|515
2919|6540|515
2920|3497|515
2921|4238|515
2922|8275|515
2923|4098|515
2924|8333|516
2925|1430|516
2926|3126|516
2927|9855|516
2928|9045|516
2929|7664|516
2930|1991|517
2931|6622|517
2932|933|517
2933|3778|517
2934|8813|518
2935|9653|518
2936|3927|518
2937|1571|518
2938|1538|518
2939|8951|518
2940|8211|519
2941|6515|519
2942|113|519
2943|4881|519
2944|6924|519
2945|6902|519
2946|6958|519
2947|3489|519
2948|654|519
2949|9993|520
2950|9202|520
2951|1299|520
2952|4584|520
2953|406|520
2954|5957|520
2955|3445|520
2956|4317|520
2957|6642|521
2958|8927|521
2959|651|521
2960|4386|521
2961|7936|521
2962|8518|521
2963|3647|521
2964|8148|521
2965|2151|522
2966|9238|523
2967|2407|523
2968|2062|524
2969|6561|524
2970|8743|524
2971|429|524
2972|8485|524
2973|7510|524
2974|9377|524
2975|407|524
2976|2515|524
2977|4758|524
2978|2825|525
2979|8574|525
2980|1125|525
2981|2155|526
2982|7528|526
2983|5713|526
2984|5111|526
2985|6571|526
2986|2955|526
2987|1815|526
2988|9902|527
2989|2644|527
2990|6703|527
2991|1491|527
2992|2162|527
2993|2425|527
2994|4026|527
2995|8593|527
2996|8698|527
2997|4879|528
2998|7834|528
2999|2398|529
3000|819|529
3001|520|529
3002|5384|529
3003|2422|529
3004|6694|529
3005|3720|529
3006|2888|529
3007|6911|529
3008|8086|529
3009|2837|530
3010|6111|530
3011|9023|530
3012|4580|530
3013|2743|530
3014|6491|530
3015|2885|530
3016|58|530
3017|6175|530
3018|9483|531
3019|7750|531
3020|1631|531
3021|8016|531
3022|723|531
3023|7155|531
3024|5923|532
3025|2983|532
3026|402|533
3027|7593|533
3028|139|533
3029|8328|533
3030|4235|533
3031|6815|533
3032|5085|533
3033|7486|533
3034|1898|534
3035|3601|534
3036|1396|534
3037|4536|534
3038|5346|534
3039|5330|534
3040|4997|534
3041|2549|535
3042|8109|535
3043|1078|535
3044|1328|536
3045|7968|536
3046|8057|536
3047|3401|536
3048|6132|536
3049|697|537
3050|2793|537
3051|4015|537
3052|7975|537
3053|7479|538
3054|2378|538
3055|6954|538
3056|9103|538
3057|7039|538
3058|6590|538
3059|5130|538
3060|8891|538
3061|2633|538
3062|7659|539
3063|109|540
3064|4406|540
3065|283|540
3066|8162|540
3067|3391|541
3068|8357|541
3069|7838|541
3070|9744|541
3071|7870|541
3072|2244|541
3073|3821|541
3074|9447|541
3075|1049|541
3076|2894|542
3077|5697|542
3078|6079|542
3079|5889|542
3080|3749|542
3081|2420|542
3082|3510|542
3083|8654|542
3084|3878|543
3085|658|543
3086|5262|543
3087|6143|543
3088|6368|544
3089|8165|544
3090|2566|544
3091|4846|544
3092|9829|544
3093|7793|544
3094|8373|544
3095|5096|544
3096|1391|545
3097|4583|545
3098|5184|545
3099|2679|545
3100|9531|545
3101|5129|546
3102|1454|546
3103|8489|546
3104|573|546
3105|8755|546
3106|7856|546
3107|5640|546
3108|8507|547
3109|984|547
3110|3623|548
3111|1831|548
3112|8769|548
3113|760|548
3114|8565|548
3115|5380|548
3116|707|548
3117|7865|548
3118|254|549
3119|1902|549
3120|2300|549
3121|1242|549
3122|2524|549
3123|6407|549
3124|8940|549
3125|5745|550
3126|1247|550
3127|4674|550
3128|8896|550
3129|595|550
3130|3466|550
3131|9340|550
3132|8725|550
3133|7710|551
3134|6936|551
3135|424|551
3136|471|551
3137|9479|551
3138|6139|551
3139|9100|551
3140|2996|551
3141|4874|552
3142|6424|552
3143|3939|552
3144|8366|552
3145|5404|552
3146|2355|552
3147|4174|552
3148|8584|552
3149|8570|553
3150|7241|553
3151|929|553
3152|6472|554
3153|5076|555
3154|3661|555
3155|4450|555
3156|725|555
3157|9411|555
3158|3803|555
3159|2210|555
3160|2120|555
3161|314|556
3162|4621|556
3163|7494|556
3164|963|556
3165|1395|556
3166|7243|556
3167|8975|557
3168|6931|557
3169|1768|557
3170|4026|557
3171|4229|557
3172|6200|557
3173|8624|557
3174|8684|557
3175|7842|557
3176|3729|558
3177|1117|559
3178|5428|559
3179|1702|559
3180|9285|559
3181|9340|560
3182|6891|560
3183|1842|560
3184|5322|560
3185|2897|560
3186|645|560
3187|4538|560
3188|8853|560
3189|4986|560
3190|3014|560
3191|1624|561
3192|5526|561
3193|9697|561
3194|647|561
3195|9072|562
3196|4419|562
3197|2420|562
3198|6543|562
3199|3140|562
3200|1119|562
3201|30|562
3202|5169|562
3203|8185|563
3204|2194|563
3205|1484|563
3206|2329|563
3207|3863|563
3208|829|563
3209|5493|563
3210|7682|564
3211|9669|564
3212|4927|564
3213|6592|564
3214|7348|564
3215|2151|564
3216|6697|564
3217|949|564
3218|7571|565
3219|3221|565
3220|6820|565
3221|2787|565
3222|6978|565
3223|6063|565
3224|3483|565
3225|9455|565
3226|4899|566
3227|1679|566
3228|8384|566
3229|6413|567
3230|7606|568
3231|4790|568
3232|5365|568
3233|3663|568
3234|392|568
3235|5191|568
3236|2740|568
3237|7952|568
3238|362|569
3239|7145|569
3240|7669|569
3241|1450|569
3242|396|569
3243|5441|569
3244|1792|569
3245|1638|569
3246|4980|570
3247|2903|570
3248|5850|571
3249|2249|571
3250|1865|571
3251|9026|571
3252|8389|571
3253|7526|571
3254|771|571
3255|7110|571
3256|3726|572
3257|1706|573
3258|1159|573
3259|6580|573
3260|995|574
3261|238|574
3262|1552|574
3263|4062|575
3264|8026|575
3265|1441|576
3266|6475|577
3267|7991|577
3268|2685|578
3269|3246|578
3270|5084|578
3271|4962|578
3272|1394|579
3273|762|579
3274|638|579
3275|6424|579
3276|9399|579
3277|776|579
3278|6556|579
3279|404|580
3280|3265|580
3281|7577|580
3282|4399|580
3283|9343|580
3284|7026|580
3285|7330|580
3286|8666|580
3287|2147|581
3288|3385|581
3289|2235|581
3290|1376|581
3291|4302|581
3292|9283|581
3293|4640|581
3294|7250|581
3295|5924|581
3296|6309|581
3297|2809|582
3298|2969|582
3299|5817|582
3300|1936|582
3301|9681|582
3302|2707|582
3303|8922|582
3304|6273|582
3305|8536|583
3306|7611|583
3307|3174|583
3308|1791|583
3309|4791|583
3310|4943|583
3311|5793|583
3312|7528|583
3313|7400|584
3314|431|584
3315|8319|584
3316|2337|584
3317|3750|584
3318|2735|584
3319|136|584
3320|6503|585
3321|927|585
3322|6492|585
3323|4759|585
3324|634|585
3325|8410|585
3326|6877|585
3327|7214|585
3328|9824|585
3329|7840|586
3330|8680|586
3331|4542|586
3332|4248|587
3333|1603|587
3334|4667|588
3335|399|589
3336|8845|589
3337|9880|590
3338|7253|591
3339|9299|591
3340|8321|591
3341|1870|592
3342|1033|592
3343|6024|592
3344|8150|592
3345|1647|592
3346|2401|592
3347|2431|592
3348|4885|592
3349|2669|592
3350|2758|592
3351|8807|593
3352|1140|593
3353|7660|593
3354|9974|593
3355|2874|593
3356|617|593
3357|1404|593
3358|444|594
3359|474|594
3360|5616|594
3361|5252|594
3362|7179|594
3363|2201|594
3364|2241|594
3365|8742|594
3366|1457|594
3367|6176|595
3368|3294|595
3369|9050|595
3370|6258|595
3371|313|596
3372|5520|596
3373|6206|596
3374|8893|596
3375|2296|596
3376|1540|596
3377|5173|597
3378|2334|598
3379|8917|598
3380|6247|598
3381|7604|598
3382|3170|598
3383|454|598
3384|7172|598
3385|3388|598
3386|6214|598
3387|7441|599
3388|3439|600
3389|8922|600
3390|9008|600
3391|8770|600
3392|5528|600
3393|9860|600
3394|5871|600
3395|2845|600
3396|9028|600
3397|9831|600
3398|2416|601
3399|7041|601
3400|3978|601
3401|8104|601
3402|4273|601
3403|8243|602
3404|4753|602
3405|3765|602
3406|2293|602
3407|4120|602
3408|7569|602
3409|648|603
3410|2505|603
3411|9921|603
3412|6392|603
3413|3791|603
3414|1654|603
3415|785|604
3416|7628|605
3417|4750|605
3418|405|605
3419|8397|605
3420|8327|605
3421|864|605
3422|649|605
3423|5428|605
3424|291|605
3425|3723|606
3426|7946|606
3427|9100|606
3428|4757|606
3429|7732|606
3430|4690|607
3431|2292|607
3432|6858|607
3433|435|607
3434|410|608
3435|5959|608
3436|9675|608
3437|607|608
3438|6152|608
3439|7606|608
3440|485|608
3441|6770|608
3442|2971|608
3443|5562|608
3444|3016|609
3445|7741|610
3446|3332|610
3447|5788|610
3448|5143|610
3449|7376|611
3450|9504|611
3451|4146|611
3452|3979|611
3453|4797|611
3454|7704|611
3455|1352|611
3456|4238|611
3457|1872|611
3458|1561|612
3459|9021|612
3460|8678|612
3461|8913|612
3462|4073|612
3463|206|612
3464|2867|613
3465|7521|613
3466|8869|613
3467|2555|613
3468|8585|613
3469|4354|614
3470|2337|614
3471|4376|614
3472|8867|614
3473|4301|614
3474|9060|614
3475|3851|614
3476|1798|615
3477|2074|615
3478|8783|615
3479|7966|615
3480|1977|615
3481|9561|616
3482|9002|616
3483|4998|616
3484|2952|616
3485|9855|617
3486|497|617
3487|5038|617
3488|5870|618
3489|8522|618
3490|3462|618
3491|8645|618
3492|3782|618
3493|5708|618
3494|5686|618
3495|7049|618
3496|180|618
3497|8247|618
3498|3448|619
3499|9986|619
3500|9222|619
3501|9657|619
3502|9822|619
3503|9622|619
3504|5015|620
3505|1590|620
3506|7133|620
3507|9548|620
3508|8578|620
3509|9525|620
3510|8284|621
3511|4213|621
3512|4771|621
3513|7224|622
3514|3006|622
3515|9813|622
3516|6769|622
3517|944|622
3518|1610|622
3519|3838|622
3520|6614|623
3521|355|623
3522|4677|623
3523|262|623
3524|1688|623
3525|423|623
3526|7625|623
3527|9449|623
3528|4360|623
3529|7293|624
3530|8147|624
3531|5231|624
3532|620|624
3533|7114|625
3534|7549|626
3535|4250|626
3536|6189|627
3537|9183|627
3538|4371|627
3539|4968|627
3540|4563|627
3541|4524|627
3542|7209|627
3543|3732|628
3544|9527|628
3545|8038|628
3546|9583|629
3547|6783|629
3548|2905|630
3549|723|631
3550|2568|631
3551|2906|631
3552|689|631
3553|3622|631
3554|7388|632
3555|4848|633
3556|7823|633
3557|7601|633
3558|2822|633
3559|8369|633
3560|1753|633
3561|6672|634
3562|2491|634
3563|8433|635
3564|8689|636
3565|4265|636
3566|1372|636
3567|5716|636
3568|2894|636
3569|8676|637
3570|9842|637
3571|4502|637
3572|4531|638
3573|419|638
3574|1965|638
3575|3054|638
3576|1145|638
3577|4618|638
3578|9586|639
3579|6602|639
3580|3195|639
3581|7992|639
3582|3953|639
3583|6663|639
3584|9692|640
3585|1131|640
3586|4979|641
3587|3039|641
3588|6436|641
3589|1755|641
3590|9833|642
3591|8724|642
3592|2792|642
3593|3958|642
3594|7183|642
3595|3923|642
3596|7869|642
3597|1996|643
3598|2883|643
3599|3485|643
3600|1205|643
3601|6526|643
3602|2446|643
3603|8307|643
3604|2871|644
3605|9418|644
3606|6819|644
3607|3125|644
3608|3546|644
3609|7241|644
3610|7870|644
3611|7182|645
3612|2089|645
3613|1462|646
3614|6755|646
3615|9008|646
3616|6166|646
3617|9725|646
3618|5760|646
3619|2193|646
3620|1673|646
3621|2837|646
3622|1970|647
3623|4067|648
3624|9812|648
3625|7331|648
3626|416|648
3627|9983|648
3628|4551|648
3629|961|648
3630|2976|649
3631|7872|649
3632|5615|649
3633|8480|649
3634|1905|649
3635|2891|649
3636|1081|650
3637|171|650
3638|3081|650
3639|5242|650
3640|805|650
3641|1853|650
3642|5385|650
3643|6085|651
3644|6037|651
3645|915|651
3646|2911|651
3647|3722|651
3648|7976|651
3649|3011|651
3650|1992|652
3651|9729|652
3652|4787|652
3653|7356|653
3654|3382|653
3655|5447|653
3656|9389|654
3657|1597|654
3658|3153|654
3659|3400|654
3660|7479|654
3661|4307|654
3662|9763|654
3663|3241|654
